license_id,address
str-00609l,5228 ocean breeze court 92109
str-06185l,5291 southhampton cv 92130
str-06217l,2012 tulip st 92105
str-06225l,2216 polk ave 92104
str-06376l,3503 ashford st 92111
str-06701l,4051 ashford st 92111
str-06327l,502 w west thorn st 92103
str-00116l,2991 murray ridge rd 92123
str-00134l,6653 mulberry st 92114
str-03536l,4513 39th st 92116
str-04003l,600 prospect st #4 san diego 92037
str-05711l,2810 luna ave 92117
str-00991l,3648 vista de la bahia 92117
str-05272l,3906 crown point dr 92109
str-06948l,4286 morrell st 92109
str-06956l,4079 01 ave #2 92103
str-07020l,1453 thomas ave 92109
str-06285l,2727 nipoma st 92106
str-06729l,2044 chicago st 92110
str-06859l,2914 iris ave 92154
str-07149l,5 hensley st 92102
str-07165l,1422 everview rd 92110
str-02294l,2160 balboa ave 92109
str-04536l,3583 texas st 92104
str-06615l,3438 c st 92102
str-07766l,4209 5th ave ave #4209 92103
str-07820l,3435 richmond st st 92103
str-07270l,1626 reed ave 92109
str-03678l,740 cotton st 92102
str-04849l,4632 arizona st 92116
str-07793l,11249 antilla place 92126
str-07817l,7965 roseland drive 92037
str-06135l,7629 hornbill ave 92123
str-06151l,3126 canon st #1/2 92106
str-06167l,15572 pinehurst ln 92131
str-06214l,6528 mt aguilar dr 92111
str-06365l,346 26th st 92102
str-06522l,1133 26th st #1/2 92102
str-06698l,4333 athens st 92115
str-06793l,3521 caminito el rincon #305 92130
str-02584l,3748 jewell st 92109
str-01015l,4205 bayard st 92109
str-05279l,3634 granada ave #36 92104
str-05287l,3331 32nd st 92104
str-06040l,829 brighton court 92109
str-06947l,4704 e mountain view dr 92116
str-07434l,7535 carrie ridge wy 92139
str-07450l,4022 ingraham st #4022 92109
str-07490l,716 ventura pl 92109
str-07742l,4144 eagle st 92103
str-05058l,4387 hill st 92107
str-03231l,704 vanitie court 92109
str-05719l,3354 b st 92102
str-01056l,829 san fernando pl #2 92109
str-04149l,1810 48th st 92102
str-06833l,4476 new jersey st 92116
str-03961l,5160 chelsea st 92037
str-05804l,4478 georgia st 92116
str-06922l,727 deal court #a 92109
str-06949l,7857 new salem st 92126
str-03492l,2522 hartford st 92110
str-06318l,4120 porte de merano #82 92122
str-06515l,3759 strandway 92109
str-06892l,6611 clara lee ave 92120
str-00309l,1732 chalcedony st san diego 92109
str-02175l,723 windemere court 92109
str-06420l,3584 polk ave 92104
str-02579l,358 belvedere st 92037
str-07788l,4367 orchard ave 92107
str-07867l,5114 brighton ave #5114.5 92107
str-03953l,944 reed ave 92109
str-06566l,2055 albatross st #3 92101
str-07905l,3554 sydney pl 92116
str-07288l,5264 beachfront cv #216 92154
str-07304l,3314 redwood st #a 92104
str-07328l,350 27th st 92102
str-07244l,712 raven st 92102
str-07386l,4918 santa monica ave #4918 92107
str-07418l,212 30th st 92102
str-07522l,6949 hyde park dr 92119
str-07656l,1929 columbia st #201 92101
str-07710l,4665 4665 kleefeld ave. 92117
str-02952l,4667 ocean blvd #402 92109
str-04731l,6611 neptune pl #a 92037
str-02087l,4212 cherokee ave 92104
str-03790l,4172 florida st 92104
str-00995l,3532 moultrie ave 92117
str-00144l,4430 highland ave 92115
str-00310l,7069 hilton pl 92111
str-00448l,8160 la jolla shores dr 92037
str-00471l,2912 granda ave 92104
str-04108l,2637 sunset st 92110
str-04257l,824 pacific beach dr 92109
str-00956l,459 sealane 92037
str-03029l,4763 printwood court 92117
str-06513l,3757 strandway 92109
str-06742l,568 palmwood dr 92139
str-01816l,1990 harrison ave 92113
str-02607l,457 coast #203 92037
str-04754l,2069 morena blvd #e 92110
str-03724l,4318 ingraham st 92109
str-06622l,655 nautilus st 92037
str-07835l,4918 santa monica ave #4922 92107
str-07882l,7336 fay ave #1/2 92037
str-07948l,6009 rancho mission rd #218 92108
str-02289l,838 santa barbara pl 92109
str-06477l,827 queenstown 92109
str-03835l,6475 high knoll rd 92111
str-01549l,5116 voltaire st 92107
str-02798l,1475 thomas ave 92109
str-04462l,760 zanzibar court 92109
str-03135l,818 brighton court 92109
str-02117l,3329 lowell st 92106
str-01819l,2509 deerpark dr 92110
str-05888l,1819 bancroft st 92102
str-05890l,472 third ave 92101
str-04195l,3180 franklin ave 92113
str-02292l,2336 denver st 92110
str-04762l,3880 shasta st #a4 92109
str-03117l,779 zanzibar court 92109
str-00632l,5530 castleton dr 92117
str-03006l,1241 la jolla rancho rd 92037
str-06360l,4539 north ave #b 92116
str-00817l,5079 w point loma blvd 92107
str-06525l,3275 c st #216 92102
str-06547l,3536 louisiana st 92104
str-06685l,6555 norman ln 92120
str-06693l,2661 magnolia ave 92109
str-03600l,4382 berwick dr 92117
str-06850l,1175 nevin st 92154
str-07197l,3653 lloyd terrace 92117
str-02735l,1668 front st 92101
str-06607l,1235 parker pl #pha 92109
str-07774l,1910 state st #111 92101
str-07875l,2104 abbott st #5110 92107
str-06558l,1137 meade ave 92116
str-07526l,1526 hilger st 92114
str-07563l,2065 mendocino blvd 92107
str-07897l,629 26th st 92102
str-07929l,4038 texas st #1 92104
str-07336l,4667 ocean blvd #111 92109
str-07506l,5184 great meadow dr 92130
str-07632l,2909 carleton st #b 92106
str-07648l,2128 abbott st #3 92107
str-03056l,2608 main st 92113
str-01125l,2024 fern st 92104
str-03996l,904 missouri st 92109
str-00080l,4191 mount everest blvd 92111
str-03107l,712 toulon court 92109
str-06796l,2622 lincoln ave 92104
str-00254l,1676 linwood st 92103
str-00424l,4135 edison st 92117
str-03605l,5024 fanuel st 92109
str-04031l,1470 chalcedony st 92109
str-04143l,3000 e st #d 92102
str-02264l,3422 collier ave 92116
str-03663l,2704 deerpark dr 92110
str-03931l,4139 lemonseed dr 92154
str-04359l,3150 admiral ave 92123
str-04333l,718 zanzibar court 92109
str-02420l,722 island court 92109
str-00915l,974 law st 92109
str-01059l,4885 santa cruz ave 92107
str-06078l,3795 goldfinch st 92103
str-06099l,5621 beaumont ave 92037
str-06108l,3635 ocean front walk 92109
str-07019l,655 bonair st 92037
str-01538l,4554 edgeware rd 92116
str-06292l,6367 del cerro court 92120
str-07851l,367 nautilus st #1/2 92037
str-04265l,3953 ocean front walk 92109
str-06478l,3579 jewell st 92109
str-07588l,2014 hornblend st #2 92109
str-06259l,6142 chadwick ave 92139
str-06275l,5414 via bello 92111
str-07363l,5188 west point loma blvd #3 92107
str-07410l,1241 oliver ave 92109
str-07664l,1050 chalcedony st 92109
str-07694l,6120 terryhill dr 92037
str-07718l,3320 island ave 92102
str-03059l,2604 main st 92113
str-04176l,3695 03rd ave 92103
str-05733l,2504 a st 92102
str-04570l,6327 dowling dr 92037
str-06817l,1421 felspar st #1 92109
str-00705l,4522 4522 falcon ridge court san diego 92130
str-03587l,4767 ocean blvd #1005 92109
str-07750l,5101 narragansett ave #307 92107
str-06987l,3439 5th ave 92103
str-07011l,3027 admiral ave 92123
str-07060l,4092 crown point dr #2 92109
str-07077l,2158 fieger st 92105
str-01221l,4457 33rd st 92116
str-00932l,1278 pacific beach dr #7 92109
str-03592l,11877 thomas hayes ln 92126
str-03858l,3519 ocean front walk #a 92109
str-04258l,731 yarmouth court 92109
str-03544l,985 island ave #1 92101
str-03553l,4667 ocean blvd #205 92109
str-04390l,4151 mission blvd #216 92109
str-01141l,12911 via grimaldi san diego 92014
str-06019l,3020 landis st 92104
str-06086l,6665 canyon rim row #219 92111
str-07061l,11568 winding ridge dr 92131
str-06333l,2296 manzana wy 92139
str-06341l,1854 grand ave 92109
str-07767l,3663 brant st 92103
str-07884l,4688 30th st 92116
str-03833l,985 island ave #3 92101
str-06472l,4780 orten st 92110
str-07556l,2653 fairfield st 92110
str-07297l,1045 e st #8 92101
str-06260l,3617 strandway 92109
str-07253l,5910 5912 potomac street 92139
str-07475l,8445 parkbrook ln 92114
str-07523l,5022 long branch ave 92107
str-07673l,1910 state st #112 92101
str-03773l,6634 electric ave 92037
str-05745l,1029 essex st #a 92103
str-02445l,5285 bocaw pl 92115
str-05644l,4143 eta st 92113
str-00680l,3219 trumbull st 92106
str-00818l,4785 auburn dr 92105
str-06233l,2002 nw ocean view blvd 92113
str-06677l,3862 bayside walk 92109
str-00224l,4554 niagara ave 92107
str-05751l,2304 denver st 92110
str-01423l,1740 thomas ave 92109
str-02212l,2931 e thorn st 92104
str-01625l,2758 bayside walk 92109
str-06802l,3275 e virgo rd 92105
str-06840l,10278 black mountain rd #178 92126
str-05176l,6618 danville ave 92120
str-01883l,4980 northaven ave 92110
str-03887l,2189 crownhill rd 92109
str-05795l,5954 quiet slope dr 92120
str-07972l,2624 costebelle dr 92037
str-02896l,1016 f st 92101
str-04205l,3333 ocean front walk #3 92109
str-00619l,17281 libertad dr 92127
str-06294l,4577 wilson ave 92116
str-06310l,3835 edna pl 92116
str-06326l,1607 union st 92101
str-06653l,4514 long branch ave 92107
str-06736l,2325 comstock st 92111
str-06758l,9126 three seasons rd 92126
str-07150l,3733 wilson ave 92104
str-03358l,4066 cherokee ave 92104
str-04318l,2134 dunhaven st 92110
str-04073l,3426 state st 92103
str-00920l,4028 carmel springs wy 92130
str-06923l,646 rushville st 92037
str-06974l,2890 donax ave 92154
str-07046l,759 beacon dr 92114
str-07088l,1625 s hotel circle #c307 92108
str-01685l,2801 ocean front walk #a 92109
str-06508l,3420 lebon dr #3313 92122
str-06443l,8904 capcano rd 92126
str-06459l,5041 mansfield st 92116
str-07780l,5188 w point loma blvd #8 92107
str-07796l,5113 w point loma blvd #5123 92107
str-07844l,4918 santa monica ave #4924 92107
str-07859l,5028 arvinels ave 92117
str-07941l,3820 elijah court #232 92130
str-07949l,5438 gilbert dr 92115
str-07547l,2409 e st #2411 92102
str-07596l,10554 nw abalone landing terrace trails 92130
str-07132l,4875 atlanta dr 92115
str-06580l,646 bonair st #b 92037
str-07610l,4686 w muir ave 92107
str-07904l,9505 yolanda ave 92123
str-06011l,5885 el cajon blvd #110 92115
str-06274l,834 felspar st 92109
str-07251l,3422 ocean front walk 92109
str-07385l,3668 windswept trails 92130
str-07473l,2010 carmel valley rd 92014
str-07624l,321 10th ave #508 92101
str-04601l,721 isthmus court 92109
str-05755l,1626 diamond st #a 92109
str-02510l,809 brighton court 92109
str-06801l,3598 syracuse ave 92122
str-06816l,1885 erie st 92110
str-03898l,320 w ash st #103 92101
str-00081l,2616 montclair st 92104
str-03450l,2201 logan ave 92113
str-02501l,810 sunset court 92109
str-00685l,1760 neale st 92103
str-07756l,5076 saratoga ave #8 92107
str-07964l,909 coast blvd #20 92037
str-06505l,4664 49th st 92115
str-06635l,4817 lyon st 92102
str-06658l,4368 temecula st #202 92107
str-06666l,2835 oceanfront walk #a 92109
str-06874l,1623 ocean front st 92107
str-07196l,333 rosemont 92037
str-03009l,4756 saratoga ave 92107
str-02094l,6529 manana pl 92037
str-05905l,4573 newport ave 92107
str-04593l,6313 se kimmy court 92114
str-06450l,5555 5555 yerba anita drive 92115
str-06630l,3413 bancroft st 92104
str-06044l,8025 8025 hollow mesa court court 92126
str-06067l,1760 warrington st 92126
str-06901l,4020 honeycutt st 92109
str-06909l,4636 blackfoot ave 92117
str-06925l,4135 avati dr 92117
str-06952l,765 van nuys st 92109
str-07000l,2963 hawthorn st 92104
str-06305l,2735 hornblend st 92109
str-06711l,3522 nile st 92104
str-02101l,709 rockaway court 92109
str-01826l,3836 e bayside walk 92109
str-03558l,4015 crown point dr #302 92109
str-04698l,4313 temecula st 92107
str-02085l,4767 ocean blvd #1009 92109
str-00712l,7375 eads ave 92037
str-05802l,2633 root st 92123
str-04440l,832 felspar st 92109
str-07965l,8988 caminito fresco 92037
str-07979l,5270 soledad rancho court 92109
str-07013l,4053 30th st 92104
str-07071l,863 w san ysidro blvd #9 92173
str-07079l,3082 martindale court 92123
str-03699l,820 dover court 92109
str-06349l,3521 thorn st st 92104
str-06660l,505 toyne st 92102
str-06708l,13276 midbluff ave 92128
str-06744l,10820 bonjon ln 92131
str-06844l,1843 linwood st 92110
str-06876l,1214 thomas ave 92109
str-07166l,4376 40th st 92105
str-07266l,2177 ebers st 92107
str-07345l,4686 bermuda ave 92107
str-07416l,4150 aeronca ave 92117
str-07440l,1711 hornblend st #a 92109
str-07456l,1851 midvale dr 92105
str-04433l,717 portsmouth court 92109
str-00313l,3935 32nd st #4 92104
str-05728l,836 reed ave 92109
str-00583l,3187 wayne ln 92117
str-00158l,4575 newport ave #a 92107
str-06808l,1451 lieta st 92110
str-03126l,6611 crawford st 92120
str-02536l,3262 ashford st #a 92111
str-02649l,1443 felspar st 92109
str-07755l,2981 logan ave 92113
str-07963l,4337 n talmadge dr 92116
str-06343l,710 verona court 92109
str-06709l,11777 11777 kismet rd 92128
str-06745l,11125 blythe rd 92126
str-06885l,3701 oleander dr 92106
str-07175l,2126 lincoln ave 92104
str-06498l,5816 cactus wy 92037
str-06636l,1916 30th st 92102
str-06883l,3825 central ave 92105
str-07181l,4624 biona dr 92116
str-05891l,2346 03rd ave 92101
str-04508l,5059 niagara ave #6 92107
str-05903l,1025 coast blvd #112 92037
str-04529l,3839 canon st 92106
str-06623l,1420 upas st 92103
str-07804l,2954 havasupai ave 92117
str-04078l,3669 strandway 92109
str-06300l,1112 w brookes ave 92103
str-06651l,1467 beryl st 92109
str-06721l,2540 chatsworth blvd 92106
str-06756l,3485 hawk st 92103
str-07156l,1522 lieta st 92110
str-05131l,1021 coast blvd #111 92037
str-05177l,4407 noyes st 92109
str-06426l,3842 lamont st 92109
str-07779l,5109 voltaire st #5119 92107
str-07819l,5402 balboa arms dr #305 92117
str-05160l,10660 cassowary court 92131
str-04656l,2069 morena blvd #c 92110
str-04845l,612 w laurel st 92101
str-06436l,4602 derrick dr 92117
str-06467l,3261 ocean front walk #2b 92109
str-06608l,3954 bancroft st #14 san diego 92104
str-07876l,2104 abbott st #5108 92107
str-06559l,952 catalina blvd 92106
str-07572l,4053 alabama st 92104
str-07581l,2126 abbott st #1 92107
str-06244l,4071 riviera dr 92109
str-07340l,3021 freeman st 92106
str-07356l,10820 cascajo court ct 92124
str-07467l,5227 mount alifan dr 92111
str-07051l,3966 9th ave 92103
str-07084l,2110 locust st st 92106
str-06771l,4129 vermont st 92103
str-07163l,4333 illinois st #606 92104
str-05211l,2407 beryl st 92109
str-04820l,4365 ohio st #6 92104
str-06457l,1625 gilmartin dr 92114
str-00490l,3422 bayside walk 92109
str-04188l,855 sapphire st 92109
str-03980l,1780 kettner blvd #201 92101
str-00808l,3715 mission blvd 92109
str-01116l,2801 thorn st 92104
str-01156l,5637 bellevue ave 92037
str-06950l,4718 voltaire st 92107
str-07030l,735 devon court 92109
str-07118l,7257 skyline dr 92114
str-02972l,1116 hornblend st 92109
str-06295l,4437 newport ave 92107
str-06646l,1548 grove st 92102
str-06654l,1653 chalcedony st 92109
str-07143l,1325 olivet 92037
str-07167l,1608 meade ave 92116
str-05904l,1021 coast blvd #211 92037
str-04239l,4334 arizona st 92104
str-06429l,3840 lamont st 92109
str-06453l,1616 herbert pl 92103
str-06441l,3490 larga circle cr 92110
str-06449l,3322 bevis st 92111
str-06251l,2211 33rd st 92104
str-01958l,5345 imperial ave #2 92114
str-07236l,5935 linda vista rd #2126 92110
str-07379l,5878 5878 estelle st. st 92115
str-07672l,822 allerton court 92109
str-07726l,3418 valemont st 92106
str-07734l,4273 mission 92109
str-01911l,2312 vallecitos 92037
str-02605l,5133 cass st 92109
str-05123l,814 verona court 92109
str-00094l,222 ash st 92101
str-00570l,1514 harvey milk st 92103
str-06809l,3230 homer st 92106
str-05028l,904 felspar st 92109
str-01894l,6160 calle empinada 92120
str-00032l,4416 mt. herbert ave 92117
str-04691l,726 york court 92109
str-05794l,831 reed ave ##2 92109
str-07757l,1021 1021 scott street #253 92106
str-07577l,5484 del cerro blvd 92120
str-07911l,3426 bancroft st 92104
str-06719l,11470 surco dr 92126
str-06747l,5065 la dorna st 92115
str-06879l,4467 morrell st 92109
str-07201l,3063 hartman wy 92117
str-01818l,2644 deerpark dr 92110
str-01634l,7750 ludington pl 92037
str-03025l,569 blackshaw ln 92173
str-05910l,3306 3306 lloyd street 92117
str-07784l,1311 willow st 92106
str-07863l,1256 upas st 92103
str-06482l,4427 saratoga ave 92107
str-07128l,3322 upas st #a 92104
str-07487l,3176 c st 92102
str-07644l,1460 thomas ave 92109
str-07738l,2683 mission blvd. 92109
str-00684l,832 ormond court 92109
str-04352l,1311 la palma st #4 92109
str-02055l,4025 jewell st #1 92109
str-02888l,4443 felton st 92116
str-02422l,4911 dixie dr 92109
str-04641l,210 palomar ave 92037
str-05180l,2727 c st 92102
str-06611l,3702 ingraham st 92109
str-07800l,1822 pacific beach dr 92109
str-06592l,831 broadway #a 92101
str-07636l,136 noeline way 92114
str-07660l,1605 hornblend st 92109
str-07698l,8270 la jolla shores dr 92037
str-00104l,3275 ocean front walk #3 92109
str-03786l,2928 palm st 92104
str-01362l,880 tourmaline st 92109
str-00918l,777 sixth ave #201 92101
str-01000l,5054 1/2 muir ave #1/2 92107
str-05274l,3515 3515 45th st st 92105
str-06021l,958 thermal ave #2 92154
str-04891l,1635 50th st 92102
str-06081l,6920 draper ave 92037
str-06094l,4860 e rolando court #95 92115
str-06958l,2374 cowley wy 92110
str-06982l,2102 hartford st 92110
str-07006l,4343 ohio st #1 92104
str-05128l,2043 subset cliffs blvd 92107
str-04774l,2069 morena blvd #a 92110
str-04902l,5749 trinity pl 92120
str-07782l,1040 wilbur ave 92109
str-07838l,4246 montalvo st 92107
str-07861l,4918 santa monica ave #4924.5 92107
str-07869l,3702 clark st 92110
str-03095l,5059 niagara ave #4 92107
str-06473l,7618 adkins wy 92126
str-06583l,4231 keeler 92113
str-07565l,814 capistrano pl 92109
str-07582l,4215 dakota dr 92117
str-07891l,4004 nw 4004 arizona street st 92104
str-07923l,4306 maryland st 2103
str-07211l,8460 via sonoma #48 92037
str-07373l,2219 cable st #2219 92107
str-07444l,2511 denver st 92110
str-07484l,2650 s broadway #110 92102
str-07642l,835 e midway st 92037
str-04277l,4316 falcon st 92103
str-05725l,3321 31st st 92104
str-07198l,335 rosemont st 92037
str-07274l,3530 ethan allen ave 92117
str-03000l,3766 tennyson st 92107
str-02371l,1670 linwood st 92103
str-05113l,7928 harmarsh st 92123
str-04247l,1664 thomas ave 92109
str-07821l,3379 chicago st 92117
str-01390l,9737 benavente pl 92129
str-07852l,12996 via latina 92014
str-06575l,4673 cape may ave 92107
str-06582l,3227 dickens st #1 92106
str-07535l,870 opal st 92109
str-07890l,5882 adobe falls road rd 92120
str-07218l,4769 caminito evangelico 92130
str-01559l,15190 andorra wy 92129
str-06504l,4762 santa cruz ave 92107
str-06755l,100 park pz #2402 92101
str-06848l,4050 03rd ave #301 92103
str-07171l,100 park plaza #2508 92101
str-02350l,2452 union st 92101
str-07546l,1035 loring st 92109
str-07579l,2126 abbott st #5 92107
str-07587l,826 sapphire st #a 92109
str-07618l,6352 castejon dr 92037
str-07319l,3668 32nd st 92104
str-07267l,1320 w beryl st 92109
str-07393l,3534 bayside walk 92109
str-07521l,9115 judicial dr #4310 92122
str-04432l,1230 scott st 92106
str-05732l,1763 guy st 92110
str-03317l,952 pacific beach dr 92109
str-02415l,1472 pescadero dr #1 92107
str-03151l,818 portsmouth court 92109
str-02960l,8194 prestwick dr 92037
str-06824l,2905 lloyd st 92117
str-02509l,7377 eads 92037
str-07978l,6784 arinjade wy 92114
str-07422l,6625 red deer st 92122
str-07676l,722 w juniper st #722b 92101
str-04531l,817 santa clara pl 92109
str-04179l,711 island court diego ca 92109
str-07818l,2069 abbott st #6 92107
str-07834l,14171 bahama cv 92014
str-07857l,3814 cherokee ave #7 92104
str-07873l,2104 abbott st #2104 92107
str-07947l,5150 marlborough dr 92116
str-06556l,6019 rancho mission rd #104 92108
str-07602l,7024 beagle st 92111
str-07609l,2469 1/2 k st 92102
str-07895l,938 chalcedony st 92109
str-07927l,4668 point loma ave 92107
str-07326l,4068 honeycutt st 92109
str-07400l,1780 froude st 92107
str-07512l,7806 inception wy 92108
str-07678l,100 park plaza #1306 92101
str-07700l,2324 vallecitos 92037
str-07740l,8204 la jolla shores drive dr 92037
str-03588l,2613 mission blvd #6 92109
str-04496l,812 island 92109
str-05744l,6226 castejon dr 92037
str-05750l,2808 fallbrook ln 92117
str-05754l,1626 diamond st #b 92109
str-06464l,3545 ethan allen ave ave 92117
str-07778l,5188 w point loma blvd #7 92107
str-07594l,2252 burgener blvd 92110
str-07318l,4819 narragansett ave 92107
str-06273l,13470 black hills road rd 92129
str-07448l,5053 longbranch ave #2 92107
str-07623l,2128 abbott st #2 92107
str-03211l,4737 orchard ave 92107
str-02280l,3147 juniper st #a 92104
str-04709l,6611 neptune pl #b 92037
str-01005l,1959 pacific beach dr 92109
str-04444l,4415 piedmont dr 92107
str-06838l,8561 el paseo grande 92037
str-02155l,8130 la jolla shores dr 92037
str-04006l,4504 north ave 92116
str-06617l,3783 elco st 92111
str-07775l,12784 via cortina #b 92014
str-07790l,5076 saratoga ave #3 92107
str-06488l,8602 neva ave 92123
str-07590l,3607 ocean front walk #6 92109
str-07290l,4237 sycamore dr 92105
str-07310l,2820 bayside walk #2 92109
str-02104l,800 balboa court 92109
str-07234l,3150 s ivy st 92104
str-07242l,4453 castelar st 92107
str-07369l,9120 judicial dr #7510 92122
str-07384l,4818 longbranch ave #4818 92107
str-07464l,3143 hawthorn st 92104
str-07496l,4731 santa cruz ave 92107
str-07520l,3983 louisiama st 92104
str-07662l,5591 linda rosa ave 92037
str-07685l,810 manhattan court 92109
str-00435l,7476 margerum ave 92120
str-04133l,3825 ocean front walk 92109
str-03795l,4365 via sorpresa 92124
str-04441l,702 broadway #2701 92101
str-01857l,4275 coronado ave 92107
str-00494l,1611 edgemont st 92102
str-03150l,820 portsmouth court 92109
str-01535l,4258 corte favor 92130
str-06800l,524 coast blvd s 92037
str-05778l,4547 marlborough dr 92116
str-05003l,8984 gramercy dr 92123
str-05090l,3977 florida st 92104
str-01836l,420 forward st 92037
str-03763l,3443 ocean front walk #l 92109
str-01449l,1524 thomas ave #7 92109
str-00077l,216 ash st 92101
str-05761l,3979 utah st 92104
str-05762l,952 s coast blvd #952 92037
str-05764l,1290 johnson ave 92103
str-06813l,4230 orchard ave 92107
str-06837l,424 15th st #4105 92101
str-05768l,3726 riviera dr #d 92109
str-04212l,722 balboa court 92109
str-01377l,805 ostend court 92109
str-01282l,3430 lowell st 92106
str-05786l,4002 bayside walk 92109
str-02455l,3738 ingraham st 92109
str-05805l,4480 georgia st 92116
str-07968l,6467 dowling dr 92037
str-07858l,2114 abbott st #1 92107
str-07956l,13777 rosecroft wy 92130
str-07014l,7521 harlan place pl 92114
str-07022l,3020 fir st 92102
str-07080l,12825 three canyons pt 92130
str-06500l,1133 meade ave 92116
str-06661l,4438 texas st 92116
str-06737l,1456 thomas ave #4 92109
str-06767l,3041 island ave 92102
str-04824l,1435 india st #419 92101
str-06877l,1466 willow st 92106
str-06893l,808 yarmouth court 92109
str-07151l,4767 ocean blvd #206 92109
str-07183l,1855 law st 92109
str-00906l,3561 park villa dr 92104
str-06905l,5352 via carancho 92111
str-06921l,6521 thornwood st 92111
str-07108l,3170 hawthorn st 92104
str-04713l,3754 keating st 92110
str-06722l,4774 jewell st 92109
str-06735l,4804 academy st #3 92109
str-06773l,4727 33rd st 92116
str-04819l,4936 w point loma blvd #d 92107
str-07842l,600 prospect st #7 92037
str-02432l,3416 grim ave 92104
str-07561l,2129 spray st 92107
str-07617l,9065 sydney court #11510 92122
str-07903l,5280 joan court 92115
str-07130l,4836 w point loma blvd 92107
str-06265l,2536 collier ave 92116
str-07223l,2790 w mimika pl 92111
str-07258l,4617 bayard st 92109
str-07392l,4793 appleton st 92117
str-07408l,3467 state st 92103
str-07472l,4136 datcho dr 92117
str-07481l,2320 union st 92101
str-07670l,640 w beech st #2a 92101
str-07724l,9485 0 fermi ave. 92123
str-03474l,818 san gabriel pl 92109
str-02071l,5087 cape may ave 92107
str-04319l,3989 strandway court 92109
str-01420l,1261 diamond st 92109
str-01844l,6409 shane pl 92115
str-03995l,2965 mission blvd #4e 92109
str-02252l,4767 ocean blvd #704 92109
str-05774l,4557 44th st 92115
str-00417l,1857 denver st 92110
str-04438l,4767 ocean blvd #906 92109
str-02487l,4851 narragansett ave 92107
str-07988l,3980 la cresta dr 92107
str-01563l,141 19th street st 92102
str-03974l,8418 paseo del ocaso 92037
str-06444l,8787 flanders dr 92126
str-06616l,5229 genesee cv #42 92122
str-07860l,2114 abbott st #2 92107
str-07934l,4734 west point loma blvd 92107
str-07950l,3751 wawona dr #3753 92107
str-06597l,831 broadway #f 92101
str-07427l,2024 ocean view blvd 92113
str-07483l,2231 august court 92110
str-07491l,4834 w mountain view dr #6 92116
str-07711l,2219 cable st #2221 92107
str-01656l,3323 ocean front walk 92109
str-02188l,712 san luis rey pl #1/2 92109
str-05767l,7768 prospect pl 92037
str-02967l,1265 trieste dr 92107
str-01708l,4151 mission blvd #209 92109
str-03149l,7931 canary wy 92123
str-00925l,749 diamond st 92109
str-07761l,6028 college ave 92120
str-02236l,3220 bayside walk 92109
str-00205l,3583 granada ave 92104
str-00356l,4045 wabash ave 92104
str-00422l,1831 lyndon rd 92103
str-03338l,4834 lotus st 92107
str-04185l,3022 30th st 92104
str-01018l,641 law st 92109
str-05698l,304 kolmar st 92037
str-00869l,2445 montclair st 92104
str-05273l,4315 moraga ave 92117
str-06028l,2240 6th ave 92101
str-06973l,7349 conestoga court 92120
str-06989l,4069 hilldale rd. 92116
str-02685l,6767 neptune pl #306 92037
str-03606l,1866 ebers st 92107
str-06831l,2157 union st #1 92101
str-04449l,877 armada trails 92106
str-07748l,5101 narragansett ave #305 92107
str-06759l,3902 la cresta dr 92107
str-07199l,3249 ocean front walk 92109
str-05908l,4835 saratoga ave #5 92107
str-06445l,809 san fernando pl 92109
str-06468l,3038 g st 92102
str-07853l,3450 bayside walk 92109
str-07885l,3215 brandywine st 92117
str-07959l,3614 bancroft st st 92104
str-03609l,5042 biltmore st 92117
str-03024l,514 gravilla sq 92037
str-06480l,79 deep dell rd 92114
str-07557l,2120 columbia st #24 92101
str-07907l,3965 georgia st st 92103
str-07322l,13601 torrey hill court 92130
str-06261l,2682 avella dr 92108
str-07330l,807 w el carmel place pl 92109
str-06277l,2725 tuberose st 92105
str-07357l,4207 camino sandoval 92130
str-07460l,833 sapphire st 92109
str-07476l,4654 bryson trails 92130
str-07500l,7865 el paseo grande 92037
str-07728l,10584 bandell court 92126
str-07744l,3138 mckinley st 92104
str-03729l,803 devon court 92109
str-03561l,3969 ocean front walk #6 92109
str-02838l,4187 wilson ave 92104
str-01211l,1063 garnet ave #3 92109
str-02247l,1747 fern st 92102
str-02218l,3840 bayside walk 92109
str-04385l,3928 haines st 92109
str-04725l,4315 temecula st 92107
str-00235l,809 ostend court 92109
str-00433l,3067 island ave 92102
str-00308l,960 harbor view dr 92106
str-05015l,3532 macaulay st 92106
str-00976l,725 w redondo court #39 92109
str-04218l,2316 india st 92101
str-05788l,1953 emerald st 92109
str-07985l,3403 luna ave #a 92117
str-06638l,635 bonair st 92037
str-06853l,5115 saratoga ave #2 92107
str-07207l,817 isthmus court 92109
str-04204l,2325 via siena 92037
str-03372l,723 pismo court 92109
str-06413l,837 island court #3 92109
str-06633l,3557 central ave 92105
str-07951l,1503 dale st 92102
str-06560l,810 w brookes ave 92103
str-04224l,1737 1737 oceanfront st 92107
str-06598l,831 broadway #g 92101
str-03346l,2371 casement st 92123
str-07549l,2603 calle quebrada rd 92139
str-07134l,2204 albatross st 92101
str-07338l,804 verona court 92109
str-01771l,5345 imperial ave #1 92114
str-07238l,3514 wisteria dr 92106
str-07468l,1476 missouri st #b 92109
str-06573l,2055 albatross st #2 92101
str-07570l,3552 villa terrace 92104
